Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,duration_mins,genres_list,primary_genre,text_features
"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Jimmy Moore,4.7,5649.0,668,Thousands of books have been written about the latest and greatest diets that will help people lose weight and improve health. But a key element in any successful nutritional health program is a tried-and-true method that most people haven't thought about - yet it could be revolutionary for taking health to the next level. This ancient secret is fasting.,7 hours and 36 minutes,",#201 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Diets, Nutrition & Healthy Eating,#116 in Healthy Living & Wellness,#472 in History (Books)",456,"['Diets', 'Healthy Living & Wellness', 'History (Books)']",Diets,Thousands of books have been written about the latest and greatest diets that will help people lose weight and improve health. But a key element in any successful nutritional health program is a tried-and-true method that most people haven't thought about - yet it could be revolutionary for taking health to the next level. This ancient secret is fasting. Diets Jimmy Moore
"The Sins of the Father: Clifton Chronicles, Book 2",Jeffrey Archer,4.5,5641.0,323,"The second book in Jeffrey Archer’s highly acclaimed The Clifton Chronicles, The Sins of the Father takes the reader on a breath-taking journey from the backstreets of Bristol to the boardrooms of Manhattan.",10 hours and 7 minutes,",#2,483 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#26 in Fiction Sagas,#37 in Family Life Fiction,#85 in Suspense",607,"['Fiction Sagas', 'Family Life Fiction', 'Suspense']",Fiction Sagas,"The second book in Jeffrey Archer’s highly acclaimed The Clifton Chronicles, The Sins of the Father takes the reader on a breath-taking journey from the backstreets of Bristol to the boardrooms of Manhattan. Fiction Sagas Jeffrey Archer"
"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,4.7,5583.0,1599,"""'You are sharing the Dark Lord's thoughts and emotions. The Headmaster thinks it inadvisable for this to continue. He wishes me to teach you how to close your mind to the Dark Lord.'""",30 hours and 18 minutes,",#75 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Family Life Fiction for Children,#4 in Fiction on Friendship for Children,#4 in Fiction on Orphans & Foster Homes for Children",1818,"['Family Life Fiction for Children', 'Fiction on Friendship for Children', 'Fiction on Orphans & Foster Homes for Children']",Family Life Fiction for Children,"""'You are sharing the Dark Lord's thoughts and emotions. The Headmaster thinks it inadvisable for this to continue. He wishes me to teach you how to close your mind to the Dark Lord.'"" Family Life Fiction for Children J.K. Rowling"
Verity,Colleen Hoover,4.6,5558.0,668,"A number-one best seller in several categories with over 14,000 five-star ratings on Goodreads.",8 hours and 10 minutes,",#3,494 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Romantic Suspense (Audible Audiobooks & Originals),#119 in Suspense,#5,955 in Crime, Thriller & Mystery (Books)",490,['Suspense'],Suspense,"A number-one best seller in several categories with over 14,000 five-star ratings on Goodreads. Suspense Colleen Hoover"
The Boy in the Striped Pyjamas,John Boyne,4.6,5517.0,615,What happens when innocence is confronted by monstrous evil?,4 hours and 55 minutes,",#1,118 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Historical Fiction for Teens,#853 in Children's Action & Adventure",295,"['Historical Fiction for Teens', ""Children's Action & Adventure""]",Historical Fiction for Teens,What happens when innocence is confronted by monstrous evil? Historical Fiction for Teens John Boyne
"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,4.7,5485.0,1599,"""'There will be three tasks, spaced throughout the school year, and they will test the champions in many different ways...their magical prowess - their daring - their powers of deduction - and, of course, their ability to cope with danger.'""",22 hours and 17 minutes,",#46 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Family Life Fiction for Children,#2 in Fantasy & Magic for Children,#2 in Fiction on Orphans & Foster Homes for Children",1337,"['Family Life Fiction for Children', 'Fantasy & Magic for Children', 'Fiction on Orphans & Foster Homes for Children']",Family Life Fiction for Children,"""'There will be three tasks, spaced throughout the school year, and they will test the champions in many different ways...their magical prowess - their daring - their powers of deduction - and, of course, their ability to cope with danger.'"" Family Life Fiction for Children J.K. Rowling"
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,5424.0,888,"""The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream. But the dog was not running or asleep. The dog was dead. There was a garden fork sticking out of the dog.""",5 hours and 59 minutes,",#1,423 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Crime Action Fiction,#8 in Coming of Age Fiction,#16 in Family Life Fiction",359,"['Crime Action Fiction', 'Coming of Age Fiction', 'Family Life Fiction']",Crime Action Fiction,"""The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream. But the dog was not running or asleep. The dog was dead. There was a garden fork sticking out of the dog."" Crime Action Fiction Mark Haddon"
Who Will Cry When You Die?,Robin Sharma,4.5,5420.0,469,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying)",-1,-1,0,[],Other,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying) Other Robin Sharma"
Atlas Shrugged,Ayn Rand,4.3,5399.0,1406,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves?",62 hours and 56 minutes,",#141 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Political Fiction,#7 in Literary Fiction,#7 in Classic Literature",3776,"['Political Fiction', 'Literary Fiction', 'Classic Literature']",Political Fiction,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves? Political Fiction Ayn Rand"
A Brief History of Time: From Big Bang to Black Holes,Stephen Hawking,4.6,5391.0,888,Brought to you by Penguin.,6 hours and 57 minutes,",#87 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Physics (Audible Audiobooks & Originals),#1 in Cosmology,#1 in Astronomy (Audible Audiobooks & Originals)",417,['Cosmology'],Cosmology,Brought to you by Penguin. Cosmology Stephen Hawking
"Untamed: Stop Pleasing, Start Living",Glennon Doyle,4.7,5360.0,888,Brought to you by Penguin.,8 hours and 22 minutes,",#143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Women Biographies,#37 in Personal Success,#188 in Biographies & Autobiographies (Books)",502,"['Women Biographies', 'Personal Success', 'Biographies & Autobiographies (Books)']",Women Biographies,Brought to you by Penguin. Women Biographies Glennon Doyle
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.5,5339.0,1093,Brought to you by Penguin.,14 hours and 53 minutes,",#47 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Future Studies,#2 in Anthropology (Audible Audiobooks & Originals),#4 in History (Audible Audiobooks & Originals)",893,['Future Studies'],Future Studies,Brought to you by Penguin. Future Studies Yuval Noah Harari
Zero to One,Peter Thiel,4.4,5331.0,615,"What valuable company is nobody building? The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. If you are copying these guys, you aren't learning from them. It's easier to copy a model than to make something new: doing what we already know how to do takes the world from 1 to 10, adding more of something familiar.",4 hours and 50 minutes,",#25 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Business Management,#2 in Entrepreneurship (Audible Audiobooks & Originals),#2 in Organisational Behaviour",290,"['Business Management', 'Organisational Behaviour']",Business Management,"What valuable company is nobody building? The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. If you are copying these guys, you aren't learning from them. It's easier to copy a model than to make something new: doing what we already know how to do takes the world from 1 to 10, adding more of something familiar. Business Management Peter Thiel"
"Life Is What You Make It: A story of love, hope and how determination can overcome even destiny",Preeti Shenoy,4.1,5292.0,501,"What would you do if destiny twisted the road you took? What if it threw you to a place you did not want to go? Would you fight, would you run or would you accept?",5 hours and 48 minutes,",#257 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Contemporary Romance (Audible Audiobooks & Originals),#4 in Indian Literature (Audible Audiobooks & Originals),#65 in Anthologies (Books)",348,['Anthologies (Books)'],Anthologies (Books),"What would you do if destiny twisted the road you took? What if it threw you to a place you did not want to go? Would you fight, would you run or would you accept? Anthologies (Books) Preeti Shenoy"
A Little Life,Hanya Yanagihara,4.3,5291.0,323,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other Hanya Yanagihara"
Red Rising,Pierce Brown,4.6,5271.0,1172,"Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations. Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children. But Darrow and his kind have been betrayed. Soon he discovers that humanity reached the surface generations ago. Vast cities and sprawling parks spread across the planet.",16 hours and 12 minutes,",#787 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Adventure Science Fiction,#5 in Dystopian Science Fiction,#144 in Science Fiction (Books)",972,"['Adventure Science Fiction', 'Dystopian Science Fiction', 'Science Fiction (Books)']",Adventure Science Fiction,"Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations. Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children. But Darrow and his kind have been betrayed. Soon he d Adventure Science Fiction Pierce Brown"
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,5260.0,879,"Sheryl Sandberg - Facebook COO, ranked eighth on Fortune's list of the 50 Most Powerful Women in Business - has become one of America's most galvanizing leaders, and an icon for millions of women juggling work and family. In Lean In, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their lives.",6 hours and 27 minutes,",#651 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women in Business,#7 in Women Biographies,#16 in Biographies of Business Leaders",387,"['Women in Business', 'Women Biographies', 'Biographies of Business Leaders']",Women in Business,"Sheryl Sandberg - Facebook COO, ranked eighth on Fortune's list of the 50 Most Powerful Women in Business - has become one of America's most galvanizing leaders, and an icon for millions of women juggling work and family. In Lean In, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their  Women in Business Sheryl Sandberg"
What to Expect When You’re Expecting,Heidi Murkoff,4.6,5253.0,1673,"It’s all here. Everything you need to know--and can’t wait to find out—about your amazing nine months, from conception to birth and beyond in the world’s best-selling and best-loved pregnancy guide: Heidi Murkoff’s What to Expect When You’re Expecting. And now, only from Audible, you’ll hear it in the reassuring, relatable voice expectant parents turn to for the must-have advice and information they crave and trust.",32 hours and 43 minutes,",#730 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Pregnancy & Childbirth,#6 in Parenting Infants & Toddlers,#30 in Relationships",1963,"['Pregnancy & Childbirth', 'Parenting Infants & Toddlers', 'Relationships']",Pregnancy & Childbirth,"It’s all here. Everything you need to know--and can’t wait to find out—about your amazing nine months, from conception to birth and beyond in the world’s best-selling and best-loved pregnancy guide: Heidi Murkoff’s What to Expect When You’re Expecting. And now, only from Audible, you’ll hear it in the reassuring, relatable voice expectant parents turn to for the must-have advice and information th Pregnancy & Childbirth Heidi Murkoff"
The Sun and Her Flowers,Rupi Kaur,4.6,5216.0,233,The Sunday Times number one best seller,-1,-1,0,[],Other,The Sunday Times number one best seller Other Rupi Kaur
"The Mark of Athena: Heroes of Olympus, Book 3",Rick Riordan,4.7,5197.0,888,The explosive third part in Rick Riordan's number-one series - set in the world of Percy Jackson - now available as an unabridged audio download. One fatal prophecy. Seven brave demigods. A quest to find - and close - the door of death.,15 hours and 8 minutes,",            5 star,          ,            ,              80%,            ,          ",908,[],Other,The explosive third part in Rick Riordan's number-one series - set in the world of Percy Jackson - now available as an unabridged audio download. One fatal prophecy. Seven brave demigods. A quest to find - and close - the door of death. Other Rick Riordan
A New Earth: Awakening Your Life's Purpose,Eckhart Tolle,4.7,5188.0,1131,"Building on the astonishing success of The Power of Now, Eckhart Tolle presents listeners with an honest look at the current state of humanity: He implores us to see and accept that this state, which is based on an erroneous identification with the egoic mind, is one of dangerous insanity.",9 hours and 12 minutes,",#347 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Other Religions, Practices & Sacred Texts,#95 in Personal Development,#372 in Mind, Body & Spirit",552,"['Other Religions', 'Personal Development', 'Mind']",Other Religions,"Building on the astonishing success of The Power of Now, Eckhart Tolle presents listeners with an honest look at the current state of humanity: He implores us to see and accept that this state, which is based on an erroneous identification with the egoic mind, is one of dangerous insanity. Other Religions Eckhart Tolle"
"The Visitor: Jack Reacher, Book 4",Lee Child,4.5,5134.0,1093,"Random House presents the audiobook edition of The Visitor by Lee Child, read by Jeff Harding.",14 hours and 17 minutes,",#2,534 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Vigilante Fiction,#36 in Crime Thrillers,#79 in Mysteries",857,"['Vigilante Fiction', 'Crime Thrillers', 'Mysteries']",Vigilante Fiction,"Random House presents the audiobook edition of The Visitor by Lee Child, read by Jeff Harding. Vigilante Fiction Lee Child"
A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,4.6,5131.0,586,"The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes.",5 hours and 54 minutes,",#1,285 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Cultural, Ethnic & Regional Biographies,#6 in Biographies of Activists,#13 in Biographies of Politicians",354,"['Cultural', 'Biographies of Activists', 'Biographies of Politicians']",Cultural,"The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes. Cultural Masaji Ishikawa"
The War of Art,Steven Pressfield,4.5,5127.0,233,Think of The War of Art as tough love...for yourself.,2 hours and 29 minutes,",#168 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Creativity,#44 in Personal Success,#553 in Personal Development & Self-Help",149,"['Creativity', 'Personal Success', 'Personal Development & Self-Help']",Creativity,Think of The War of Art as tough love...for yourself. Creativity Steven Pressfield
The 5AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,4.4,5116.0,8735,"Legendary leadership and elite performance expert Robin Sharma introduced The 5AM Club concept over 20 years ago, based on a revolutionary morning routine that has helped his clients maximise their productivity, activate their best health and bulletproof their serenity in this age of overwhelming complexity.",11 hours and 4 minutes,",#8 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Sleep Disorders,#6 in Personal Success,#8 in Healthy Living & Wellness",664,"['Sleep Disorders', 'Personal Success', 'Healthy Living & Wellness']",Sleep Disorders,"Legendary leadership and elite performance expert Robin Sharma introduced The 5AM Club concept over 20 years ago, based on a revolutionary morning routine that has helped his clients maximise their productivity, activate their best health and bulletproof their serenity in this age of overwhelming complexity. Sleep Disorders Robin Sharma"
"Born to Run: The Hidden Tribe, the Ultra-Runners, and the Greatest Race the World Has Never Seen",Christopher McDougall,4.7,5106.0,721,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Christopher McDougall"
Dark Matter,Blake Crouch,4.4,5083.0,323,'Are you happy in your life?',10 hours and 8 minutes,",#250 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Technothrillers,#1 in Alternate History Science Fiction,#4 in Romance (Audible Audiobooks & Originals)",608,"['Technothrillers', 'Alternate History Science Fiction']",Technothrillers,'Are you happy in your life?' Technothrillers Blake Crouch
Charlotte's Web,E. B. White,4.8,5072.0,754,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other E. B. White"
How to Stop Worrying and Start Living,Dale Carnegie,4.5,5038.0,668,Learn how to break the worry habit - now and forever!,9 hours and 42 minutes,",#126 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#32 in Personal Success,#439 in Personal Development & Self-Help",582,"['Personal Success', 'Personal Development & Self-Help']",Personal Success,Learn how to break the worry habit - now and forever! Personal Success Dale Carnegie
A Court of Wings and Ruin,Sarah J. Maas,4.8,5017.0,1055,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Sarah J. Maas"
Brave New World,Aldous Huxley,4.4,4987.0,702,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Aldous Huxley"
"Old School: Diary of a Wimpy Kid, Book 10",Jeff Kinney,4.6,4969.0,410,Brought to you by Puffin.,2 hours and 9 minutes,",#2,363 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Humorous Fiction for Children,#4,352 in Children's Literature & Fiction (Books)",129,['Humorous Fiction for Children'],Humorous Fiction for Children,Brought to you by Puffin. Humorous Fiction for Children Jeff Kinney
"Sleep Tight: DCI Tom Douglas, Book 3",Rachel Abbott,4.5,4957.0,793,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Rachel Abbott"
Everyone Has a Story,Savi Sharma,4.1,4943.0,501,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Savi Sharma"
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,4.5,4942.0,683,Penguin presents the audiobook edition of White Fragility by Robin DiAngelo.,6 hours and 20 minutes,",#4,290 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Racism & Discrimination Studies,#3,168 in Society & Culture (Books)",380,['Racism & Discrimination Studies'],Racism & Discrimination Studies,Penguin presents the audiobook edition of White Fragility by Robin DiAngelo. Racism & Discrimination Studies Robin DiAngelo
Permanent Record,Edward Snowden,4.6,4937.0,323,"Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.",11 hours and 31 minutes,",#191 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Activists,#1 in Biographies of Politicians,#2 in Privacy & Surveillance Studies",691,"['Biographies of Activists', 'Biographies of Politicians', 'Privacy & Surveillance Studies']",Biographies of Activists,"Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down. Biographies of Activists Edward Snowden"
"Zero Day: John Puller, Book 1",David Baldacci,4.4,4936.0,323,"John Puller is a former war hero and now the best military investigator in the U.S. Army’s Criminal Investigative Division. He is a loner with few possessions by preference, but he has an indomitable spirit and an unstoppable determination for finding the truth. His father was the most decorated U.S. Marine in history, but now resides in a nursing home far from his battlefield glory. Puller’s older brother, also a military vet, is serving a life sentence in Leavenworth Penitentiary. Puller is called out to a remote, rural area far from any military outpost to investigate into the brutal murder of a family in their home. The dead husband was in the army and the wife worked for a Pentagon contractor. The local homicide detective, a woman with personal demons of her own, clashes with Puller over the investigation. What neither of them knows is what is waiting for them across the street from the murdered family’s home. It is something that will turn an already complicated case on its head. As Puller digs through deception after red herring, he realizes that absolutely nothing, and nobody, he’s so far seen in this small town, are what they seem. He is truly one man against an overwhelming force.",13 hours and 7 minutes,",#1,971 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in International Mystery & Crime,#15 in War & Military Fiction,#67 in Suspense",787,"['International Mystery & Crime', 'War & Military Fiction', 'Suspense']",International Mystery & Crime,"John Puller is a former war hero and now the best military investigator in the U.S. Army’s Criminal Investigative Division. He is a loner with few possessions by preference, but he has an indomitable spirit and an unstoppable determination for finding the truth. His father was the most decorated U.S. Marine in history, but now resides in a nursing home far from his battlefield glory. Puller’s olde International Mystery & Crime David Baldacci"
Trump: The Art of the Deal,Donald J. Trump,4.6,4893.0,1005,President-elect Donald J. Trump lays out his professional and personal worldview in this classic work—a firsthand account of the rise of America's foremost deal-maker.,9 hours and 59 minutes,",#3,631 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Negotiating,#34 in Biographies of Celebrities & Entertainment Professionals,#53 in Biographies of Business Leaders",599,"['Negotiating', 'Biographies of Celebrities & Entertainment Professionals', 'Biographies of Business Leaders']",Negotiating,President-elect Donald J. Trump lays out his professional and personal worldview in this classic work—a firsthand account of the rise of America's foremost deal-maker. Negotiating Donald J. Trump
You Are the Best Wife: A true love story,Ajay K Pandey,4.6,4801.0,668,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Ajay K Pandey"
Pachinko,Min Jin Lee,4.6,4782.0,949,"Yeongdo, Korea - 1911. In a small fishing village on the banks of the East Sea, a club-footed, cleft-lipped man marries a 15-year-old girl. The couple have one child: their beloved daughter, Sunja.",18 hours and 14 minutes,",#552 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Literary Fiction,#1,017 in Contemporary Fiction (Books)",1094,['Literary Fiction'],Literary Fiction,"Yeongdo, Korea - 1911. In a small fishing village on the banks of the East Sea, a club-footed, cleft-lipped man marries a 15-year-old girl. The couple have one child: their beloved daughter, Sunja. Literary Fiction Min Jin Lee"
The Song of Achilles,Madeline Miller,4.6,4725.0,759,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping",-1,-1,0,[],Other,"Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping Other Madeline Miller"
One Day in December,Josie Silver,4.5,4685.0,888,"Penguin presents the audiobook edition of One Day in December by Josie Silver, read by Eleanor Tomlinson and Charlie Anson.",-1,-1,0,[],Other,"Penguin presents the audiobook edition of One Day in December by Josie Silver, read by Eleanor Tomlinson and Charlie Anson. Other Josie Silver"
Crazy Rich Asians,Kevin Kwan,4.3,4681.0,721,"Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.",-1,-1,0,[],Other,"Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season. Other Kevin Kwan"
Bad Blood,John Carreyrou,4.7,4679.0,323,A New York Times best seller.,11 hours and 36 minutes,",#340 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in White Collar & Corporate True Crime,#79 in True Accounts (Books),#79 in Business & Careers",696,"['White Collar & Corporate True Crime', 'True Accounts (Books)', 'Business & Careers']",White Collar & Corporate True Crime,A New York Times best seller. White Collar & Corporate True Crime John Carreyrou
Atomic Habits: An Easy and Proven Way to Build Good Habits and Break Bad Ones,James Clear,4.6,4678.0,888,Brought to you by Penguin.,5 hours and 35 minutes,",#5 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Psychology (Audible Audiobooks & Originals),#3 in Stress Management,#4 in Personal Success",335,"['Stress Management', 'Personal Success']",Stress Management,Brought to you by Penguin. Stress Management James Clear
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.7,4643.0,615,"History does not repeat, but it does instruct.",-1,-1,0,[],Other,"History does not repeat, but it does instruct. Other Timothy Snyder"
"This Was a Man: The Clifton Chronicles, Book 7",Jeffrey Archer,4.3,4612.0,323,"Pulling together all the threads that he weaved so expertly throughout the previous six stories, this is the last portion of Jeffrey Archer's enthralling series about the lives and loves of the Clifton family.",12 hours and 47 minutes,",#1,617 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Fiction Sagas,#19 in Family Life Fiction,#48 in Historical Fiction (Audible Audiobooks & Originals)",767,"['Fiction Sagas', 'Family Life Fiction']",Fiction Sagas,"Pulling together all the threads that he weaved so expertly throughout the previous six stories, this is the last portion of Jeffrey Archer's enthralling series about the lives and loves of the Clifton family. Fiction Sagas Jeffrey Archer"
Mere Christianity,C.S. Lewis,4.7,4581.0,585,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,0,[],Other,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. Other C.S. Lewis"
A Dog's Purpose: A novel for humans,W. Bruce Cameron,4.7,4575.0,323,"This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, A Dog's Purpose touches on the universal quest for an answer to life's most basic question: why are we here?",8 hours and 17 minutes,",#3,259 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Animal Fiction,#17 in Movie, TV & Video Game Tie-In Fiction,#29 in Humorous Fiction",497,"['Animal Fiction', 'Movie', 'Humorous Fiction']",Animal Fiction,"This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, A Dog's Purpose touches on the universal quest for an answer to life's most basic question: why are we here? Animal Fiction W. Bruce Cameron"
"Double Down: Diary of a Wimpy Kid, Book 11",Jeff Kinney,4.6,4538.0,410,Brought to you by Puffin.,2 hours and 25 minutes,",#1,180 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Humorous Fiction for Children,#2,065 in Children's Literature & Fiction (Books)",145,['Humorous Fiction for Children'],Humorous Fiction for Children,Brought to you by Puffin. Humorous Fiction for Children Jeff Kinney
